"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","10052","","","","","06/27/2020","","","","3:42","","","","","9","Regular","","","","FOODLAND #108","24,431","8,049","101","","","","","","","","","","","","","","","",""
"","10052","","","","","06/27/2020","","","","1:00","","","","","9","Driving Pay","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","14562","","","","","06/27/2020","","","","3:32","","","","","9","Regular","","","","FOODLAND #108","15,310","5,497","0","","","","","","","","","","","","","","","",""
"","14562","","","","","06/27/2020","","","","1:00","","","","","9","Driving Pay","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","14594","","","","","06/27/2020","","","","3:29","","","","","9","Regular","","","","FOODLAND #108","8,871","2,800","23","","","","","","","","","","","","","","","",""
"","14594","","","","","06/27/2020","","","","","16","","","","9","JSA","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","14540","","","","","06/27/2020","","","","3:22","","","","","9","Regular","","","","FOODLAND #108","13,942","4,176","0","","","","","","","","","","","","","","","",""
"","14540","","","","","06/27/2020","","","","","16","","","","9","JSA","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","14361","","","","","06/27/2020","","","","3:38","","","","","9","Regular","","","","FOODLAND #108","13,797","6,634","13","","","","","","","","","","","","","","","",""
"","14361","","","","","06/27/2020","","","","","16","","","","9","JSA","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","14556","","","","","06/27/2020","","","","3:33","","","","","9","Regular","","","","FOODLAND #108","7,805","3,396","16","","","","","","","","","","","","","","","",""
"","14556","","","","","06/27/2020","","","","","16","","","","9","JSA","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","14595","","","","","06/27/2020","","","","3:38","","","","","9","Regular","","","","FOODLAND #108","9,587","3,706","135","","","","","","","","","","","","","","","",""
"","14595","","","","","06/27/2020","","","","","16","","","","9","JSA","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
"","9616","","","","","06/27/2020","","","","3:41","","","","","9","Regular","","","","FOODLAND #108","14,500","7,309","0","","","","","","","","","","","","","","","",""
"","9616","","","","","06/27/2020","","","","","16","","","","9","JSA","","","","FOODLAND #108","","","","","","","","","","","","","","","","","","",""
