"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","6398","","","","","10/05/2020","","","","3:44","","","","","1","Regular","SHE1065","","","","19,851","4,344","59","","","","","","","","","","","","","","","",""
"","6398","","","","","10/05/2020","","","","0:50","","","","","1","Driving Pay","SHE1065","","","SHELL #1065 (TRUCK STOP)","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","10/05/2020","","","","3:35","","","","","1","Regular","SHE1065","","","","12,154","4,308","7","","","","","","","","","","","","","","","",""
"","6945","","","","","10/05/2020","","","","","45","","","","1","JSA","SHE1065","","","SHELL #1065 (TRUCK STOP)","","","","","","","","","","","","","","","","","","",""
"","6398","","","","","10/05/2020","","","","2:34","","","","","1","Regular","SHELLPR","","","","22,018","6,036","20","","","","","","","","","","","","","","","",""
"","6398","","","","","10/05/2020","","","","2:01","","","","","1","Driving Pay","SHELLPR","","","SHELL FOOD MART #170","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","10/05/2020","","","","2:25","","","","","1","Regular","SHELLPR","","","","8,524","3,462","16","","","","","","","","","","","","","","","",""
"","6945","","","","","10/05/2020","","","","0:50","","","","","1","Travel Pay","SHELLPR","","","SHELL FOOD MART #170","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","10/05/2020","","","","","47","","","","1","JSA","SHELLPR","","","SHELL FOOD MART #170","","","","","","","","","","","","","","","","","","",""
"","14761","","","","","10/05/2020","","","","4:0","","","","","1","Regular","FAIRWAM","","","","7,722","3,558","13","","","","","","","","","","","","","","","",""
"","14761","","","","","10/05/2020","","","","","21","","","","1","JSA","FAIRWAM","","","FAIRWAY FOODS MORTON","","","","","","","","","","","","","","","","","","",""
"","2053","","","","","10/05/2020","","","","4:0","","","","","1","Regular","FAIRWAM","","","","21,748","8,794","23","","","","","","","","","","","","","","","",""
"","2053","","","","","10/05/2020","","","","","21","","","","1","JSA","FAIRWAM","","","FAIRWAY FOODS MORTON","","","","","","","","","","","","","","","","","","",""
"","8503","","","","","10/05/2020","","","","4:14","","","","","1","Regular","FAIRWAM","","","","31,591","9,334","27","","","","","","","","","","","","","","","",""
"","8503","","","","","10/05/2020","","","","0:45","","","","","1","Driving Pay","FAIRWAM","","","FAIRWAY FOODS MORTON","","","","","","","","","","","","","","","","","","",""
"","14794","","","","","10/05/2020","","","","3:59","","","","","1","Regular","FAIRWAM","","","","12,582","5,413","17","","","","","","","","","","","","","","","",""
