"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","14230","","","","","04/30/2021","","","","3:12","","","","","12","Regular","SNIPESS","","","","10,745","3,095","30","","","","","","","","","","","","","","","",""
"","14230","","","","","04/30/2021","","","","","170","","","","12","JSA","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","13786","","","","","04/30/2021","","","","3:22","","","","","12","Regular","SNIPESS","","","","20,701","7,241","6","","","","","","","","","","","","","","","",""
"","13786","","","","","04/30/2021","","","","","170","","","","12","JSA","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","13741","","","","","04/30/2021","","","","3:19","","","","","12","Regular","SNIPESS","","","","13,668","7,238","0","","","","","","","","","","","","","","","",""
"","13741","","","","","04/30/2021","","","","4:55","","","","","12","Driving Pay","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","15188","","","","","04/30/2021","","","","3:21","","","","","12","Regular","SNIPESS","","","","1,542","665","83","","","","","","","","","","","","","","","",""
"","15188","","","","","04/30/2021","","","","","170","","","","12","JSA","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","7827","","","","","04/30/2021","","","","3:18","","","","","12","Regular","SNIPESS","","","","18,827","6,296","8","","","","","","","","","","","","","","","",""
"","7827","","","","","04/30/2021","","","","","170","","","","12","JSA","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","14765","","","","","04/30/2021","","","","3:20","","","","","12","Regular","SNIPESS","","","","9,381","3,501","17","","","","","","","","","","","","","","","",""
"","14765","","","","","04/30/2021","","","","","170","","","","12","JSA","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","11051","","","","","04/30/2021","","","","3:46","","","","","12","Regular","SNIPESS","","","","3,748","1,082","98","","","","","","","","","","","","","","","",""
"","11051","","","","","04/30/2021","","","","3:00","","","","","12","Driving Pay","SNIPESS","","","SNIPES IGA SYLVESTER","","","","","","","","","","","","","","","","","","",""
"","10975","","","","","04/30/2021","","","","2:48","","","","","5","Regular","GREER05","","","","23,908","7,029","0","","","","","","","","","","","","","","","",""
"","10975","","","","","04/30/2021","","","","1:43","","","","","5","Driving Pay","GREER05","","","GREERS #05","","","","","","","","","","","","","","","","","","",""
"","14819","","","","","04/30/2021","","","","2:50","","","","","5","Regular","GREER05","","","","23,735","9,930","0","","","","","","","","","","","","","","","",""
"","14819","","","","","04/30/2021","","","","","56","","","","5","JSA","GREER05","","","GREERS #05","","","","","","","","","","","","","","","","","","",""
"","10401","","","","","04/30/2021","","","","3:3","","","","","5","Regular","GREER05","","","","19,295","5,667","57","","","","","","","","","","","","","","","",""
"","10401","","","","","04/30/2021","","","","","56","","","","5","JSA","GREER05","","","GREERS #05","","","","","","","","","","","","","","","","","","",""
"","8580","","","","","04/30/2021","","","","1:42","","","","","5","Regular","GREER05","","","","37,708","16,504","0","","","","","","","","","","","","","","","",""
"","8580","","","","","04/30/2021","","","","3:02","","","","","5","Driving Pay","GREER05","","","GREERS #05","","","","","","","","","","","","","","","","","","",""
"","2053","","","","","04/30/2021","","","","4:50","","","","","3","Regular","CLAIBOE","","","","27,052","7,980","105","","","","","","","","","","","","","","","",""
"","2053","","","","","04/30/2021","","","","1:25","","","","","3","Driving Pay","CLAIBOE","","","CLAIBORNE HILL S/M-AG#740","","","","","","","","","","","","","","","","","","",""
"","13423","","","","","04/30/2021","","","","4:30","","","","","3","Regular","CLAIBOE","","","","21,266","5,518","12","","","","","","","","","","","","","","","",""
"","13423","","","","","04/30/2021","","","","","51","","","","3","JSA","CLAIBOE","","","CLAIBORNE HILL S/M-AG#740","","","","","","","","","","","","","","","","","","",""
"","10437","","","","","04/30/2021","","","","4:29","","","","","3","Regular","CLAIBOE","","","","17,604","4,162","32","","","","","","","","","","","","","","","",""
"","10437","","","","","04/30/2021","","","","","51","","","","3","JSA","CLAIBOE","","","CLAIBORNE HILL S/M-AG#740","","","","","","","","","","","","","","","","","","",""
"","15148","","","","","04/30/2021","","","","4:29","","","","","3","Regular","CLAIBOE","","","","9,500","3,113","0","","","","","","","","","","","","","","","",""
