"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","14662","","","","","09/11/2020","","","","5:39","","","","","32","Regular","WD#0166","","","","21,663","5,352","0","","","","","","","","","","","","","","","",""
"","14662","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","13277","","","","","09/11/2020","","","","0.01","","","","No Show","32","","WD#0166","","","","","","","","","","","","","","","","","","","","","",""
"","14538","","","","","09/11/2020","","","","5:48","","","","","32","Regular","WD#0166","","","","34,858","4,434","9","","","","","","","","","","","","","","","",""
"","14538","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","14432","","","","","09/11/2020","","","","5:15","","","","","32","Regular","WD#0166","","","","10,231","1,992","23","","","","","","","","","","","","","","","",""
"","14432","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","14559","","","","","09/11/2020","","","","4:56","","","","","32","Regular","WD#0166","","","","43,843","4,357","8","","","","","","","","","","","","","","","",""
"","14559","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","13696","","","","","09/11/2020","","","","5:30","","","","","32","Regular","WD#0166","","","","26,066","6,080","0","","","","","","","","","","","","","","","",""
"","13696","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","14536","","","","","09/11/2020","","","","5:15","","","","","32","Regular","WD#0166","","","","19,509","5,196","19","","","","","","","","","","","","","","","",""
"","14536","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","14558","","","","","09/11/2020","","","","4:56","","","","","32","Regular","WD#0166","","","","22,870","5,882","0","","","","","","","","","","","","","","","",""
"","14558","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","13698","","","","","09/11/2020","","","","7:15","","","","","32","Regular","WD#0166","","","","6,208","1,497","247","","","","","","","","","","","","","","","",""
"","13698","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","14629","","","","","09/11/2020","","","","5:46","","","","","32","Regular","WD#0166","","","","17,567","3,403","30","","","","","","","","","","","","","","","",""
"","14629","","","","","09/11/2020","","","","","43","","","","32","JSA","WD#0166","","","WINN DIXIE #0166","","","","","","","","","","","","","","","","","","",""
"","12406","","","","","09/12/2020","","","","2:23","","","","","2","Regular","SV#7432","","","","24,754","8,190","0","","","","","","","","","","","","","","","",""
"","12406","","","","","09/12/2020","","","","3:35","","","","","2","Driving Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","12406","","","","","09/12/2020","","","","1:02","","","","","2","Travel Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","14610","","","","","09/12/2020","","","","2:17","","","","","2","Regular","SV#7432","","","","7,383","2,625","60","","","","","","","","","","","","","","","",""
"","14610","","","","","09/12/2020","","","","1:02","","","","","2","Travel Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","14610","","","","","09/12/2020","","","","","207","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","8503","","","","","09/12/2020","","","","2:16","","","","","2","Regular","SV#7432","","","","28,909","9,280","0","","","","","","","","","","","","","","","",""
"","8503","","","","","09/12/2020","","","","1:02","","","","","2","Driving Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","8503","","","","","09/12/2020","","","","","193","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","10640","","","","","09/12/2020","","","","0.01","","","","No Show","2","","SV#7432","","","","","","","","","","","","","","","","","","","","","",""
"","9167","","","","","09/12/2020","","","","2:14","","","","","2","Regular","SV#7432","","","","16,313","7,020","0","","","","","","","","","","","","","","","",""
"","9167","","","","","09/12/2020","","","","1:02","","","","","2","Travel Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","9167","","","","","09/12/2020","","","","","207","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","8824","","","","","09/12/2020","","","","2:36","","","","","2","Regular","SV#7432","","","","31,969","14,300","34","","","","","","","","","","","","","","","",""
"","8824","","","","","09/12/2020","","","","5:25","","","","","2","Driving Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","09/12/2020","","","","2:13","","","","","2","Regular","SV#7432","","","","17,697","8,173","0","","","","","","","","","","","","","","","",""
"","9926","","","","","09/12/2020","","","","1:02","","","","","2","Travel Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","09/12/2020","","","","","207","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","12516","","","","","09/12/2020","","","","2:24","","","","","2","Regular","SV#7432","","","","15,377","7,474","0","","","","","","","","","","","","","","","",""
"","12516","","","","","09/12/2020","","","","1:02","","","","","2","Travel Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","12516","","","","","09/12/2020","","","","","207","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","12406","","","","","09/12/2020","","","","3:19","","","","","2","Regular","CM#7","","","","28,114","8,248","27","","","","","","","","","","","","","","","",""
"","12406","","","","","09/12/2020","","","","","143","","","","2","JSA","CM#7","","","SHOPPER VALUE #9307","","","","","","","","","","","","","","","","","","",""
"","14610","","","","","09/12/2020","","","","4:6","","","","","2","Regular","CM#7","","","","6,244","2,753","76","","","","","","","","","","","","","","","",""
"","14610","","","","","09/12/2020","","","","","158","","","","2","JSA","CM#7","","","SHOPPER VALUE #9307","","","","","","","","","","","","","","","","","","",""
"","8503","","","","","09/12/2020","","","","3:24","","","","","2","Regular","CM#7","","","","22,574","10,943","34","","","","","","","","","","","","","","","",""
"","8503","","","","","09/12/2020","","","","2:25","","","","","2","Driving Pay","CM#7","","","SHOPPER VALUE #9307","","","","","","","","","","","","","","","","","","",""
"","10640","","","","","09/12/2020","","","","0.01","","","","No Show","2","","CM#7","","","","","","","","","","","","","","","","","","","","","",""
"","9167","","","","","09/12/2020","","","","4:10","","","","","2","Regular","CM#7","","","","22,775","10,973","93","","","","","","","","","","","","","","","",""
"","9167","","","","","09/12/2020","","","","","158","","","","2","JSA","CM#7","","","SHOPPER VALUE #9307","","","","","","","","","","","","","","","","","","",""
"","8824","","","","","09/12/2020","","","","4:22","","","","","2","Regular","CM#7","","","","33,291","31,424","63","","","","","","","","","","","","","","","",""
"","8824","","","","","09/12/2020","","","","3:45","","","","","2","Driving Pay","CM#7","","","SHOPPER VALUE #9307","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","09/12/2020","","","","4:9","","","","","2","Regular","CM#7","","","","21,519","11,446","58","","","","","","","","","","","","","","","",""
