"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","8824","","","","","08/18/2021","","","","1:00","","","","","2","Regular","MSI02","","","","47,625","47","5","","","","","","","","","","","","","","","",""
"","82","","","","","08/18/2021","","","","1:59","","","","","1","Regular","MSI01","","","","22,484","28","51","","","","","","","","","","","","","","","",""
"","6398","","","","","08/18/2021","","","","2:20","","","","","1","Regular","SHE1008","","","","25,699","5,513","9","","","","","","","","","","","","","","","",""
"","6398","","","","","08/18/2021","","","","0:30","","","","","1","Driving Pay","SHE1008","","","SHELL #1008","","","","","","","","","","","","","","","","","","",""
"","14981","","","","","08/18/2021","","","","2:10","","","","","1","Regular","SHE1008","","","","10,729","4,152","0","","","","","","","","","","","","","","","",""
"","14981","","","","","08/18/2021","","","","0:10","","","","","1","Travel Pay","SHE1008","","","SHELL #1008","","","","","","","","","","","","","","","","","","",""
"","14981","","","","","08/18/2021","","","","","4","","","","1","JSA","SHE1008","","","SHELL #1008","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","08/18/2021","","","","2:10","","","","","1","Regular","SHE1008","","","","6,030","2,457","13","","","","","","","","","","","","","","","",""
"","6945","","","","","08/18/2021","","","","0:10","","","","","1","Travel Pay","SHE1008","","","SHELL #1008","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","08/18/2021","","","","","4","","","","1","JSA","SHE1008","","","SHELL #1008","","","","","","","","","","","","","","","","","","",""
"","6398","","","","","08/18/2021","","","","3:09","","","","","1","Regular","SHE0100","","","","20,295","4,316","55","","","","","","","","","","","","","","","",""
"","6398","","","","","08/18/2021","","","","0:30","","","","","1","Driving Pay","SHE0100","","","SHELL #0100","","","","","","","","","","","","","","","","","","",""
