"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","14662","","","","","02/16/2021","","","","6:30","","","","","32","Regular","WD#0032","","","","29,501","6,131","6","","","","","","","","","","","","","","","",""
"","14662","","","","","02/16/2021","","","","","194","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","15123","","","","","02/16/2021","","","","6:36","","","","","32","Regular","WD#0032","","","","5,127","1,400","31","","","","","","","","","","","","","","","",""
"","15123","","","","","02/16/2021","","","","","194","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","13277","","","","","02/16/2021","","","","7:24","","","","","32","Regular","WD#0032","","","","12,540","2,206","12","","","","","","","","","","","","","","","",""
"","13277","","","","","02/16/2021","","","","2:11","","","","","32","Driving Pay","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","13277","","","","","02/16/2021","","","","","98","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","14538","","","","","02/16/2021","","","","6:45","","","","","32","Regular","WD#0032","","","","68,871","6,764","0","","","","","","","","","","","","","","","",""
"","14538","","","","","02/16/2021","","","","4:10","","","","","32","Driving Pay","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","15101","","","","","02/16/2021","","","","6:35","","","","","32","Regular","WD#0032","","","","10,312","2,568","52","","","","","","","","","","","","","","","",""
"","15101","","","","","02/16/2021","","","","","194","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","14047","","","","","02/16/2021","","","","6:27","","","","","32","Regular","WD#0032","","","","6,813","2,022","47","","","","","","","","","","","","","","","",""
"","14047","","","","","02/16/2021","","","","","194","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","13696","","","","","02/16/2021","","","","6:34","","","","","32","Regular","WD#0032","","","","24,289","5,339","19","","","","","","","","","","","","","","","",""
"","13696","","","","","02/16/2021","","","","","194","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
"","13698","","","","","02/16/2021","","","","7:19","","","","","32","Regular","WD#0032","","","","28,758","6,296","14","","","","","","","","","","","","","","","",""
"","13698","","","","","02/16/2021","","","","","194","","","","32","JSA","WD#0032","","","WINN DIXIE #0032","","","","","","","","","","","","","","","","","","",""
