"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","13424","","","","","10/04/2020","","","","3:34","","","","","1","Regular","EWJS#04","","","","15,425","6,834","0","","","","","","","","","","","","","","","",""
"","13424","","","","","10/04/2020","","","","","252","","","","1","JSA","EWJS#04","","","E W JAMES #04 CASH SAVER","","","","","","","","","","","","","","","","","","",""
"","11114","","","","","10/04/2020","","","","3:49","","","","","1","Regular","EWJS#04","","","","15,367","5,582","13","","","","","","","","","","","","","","","",""
"","11114","","","","","10/04/2020","","","","","252","","","","1","JSA","EWJS#04","","","E W JAMES #04 CASH SAVER","","","","","","","","","","","","","","","","","","",""
"","13426","","","","","10/04/2020","","","","3:35","","","","","1","Regular","EWJS#04","","","","7,854","3,828","6","","","","","","","","","","","","","","","",""
"","13426","","","","","10/04/2020","","","","","252","","","","1","JSA","EWJS#04","","","E W JAMES #04 CASH SAVER","","","","","","","","","","","","","","","","","","",""
"","82","","","","","10/04/2020","","","","3:49","","","","","1","Regular","EWJS#04","","","","14,180","4,068","80","","","","","","","","","","","","","","","",""
"","82","","","","","10/04/2020","","","","4:16","","","","","1","Driving Pay","EWJS#04","","","E W JAMES #04 CASH SAVER","","","","","","","","","","","","","","","","","","",""
"","14793","","","","","10/04/2020","","","","3:43","","","","","1","Regular","EWJS#04","","","","6,845","3,999","29","","","","","","","","","","","","","","","",""
"","14793","","","","","10/04/2020","","","","","252","","","","1","JSA","EWJS#04","","","E W JAMES #04 CASH SAVER","","","","","","","","","","","","","","","","","","",""
"","12623","","","","","10/04/2020","","","","3:44","","","","","1","Regular","EWJS#04","","","","10,876","7,612","17","","","","","","","","","","","","","","","",""
"","12623","","","","","10/04/2020","","","","","252","","","","1","JSA","EWJS#04","","","E W JAMES #04 CASH SAVER","","","","","","","","","","","","","","","","","","",""
"","13424","","","","","10/04/2020","","","","2:37","","","","","1","Regular","EWJS#60","","","","13,679","4,543","16","","","","","","","","","","","","","","","",""
"","13424","","","","","10/04/2020","","","","1:03","","","","","1","Travel Pay","EWJS#60","","","E W JAMES #60","","","","","","","","","","","","","","","","","","",""
"","11114","","","","","10/04/2020","","","","2:47","","","","","1","Regular","EWJS#60","","","","10,711","2,408","6","","","","","","","","","","","","","","","",""
"","11114","","","","","10/04/2020","","","","1:03","","","","","1","Travel Pay","EWJS#60","","","E W JAMES #60","","","","","","","","","","","","","","","","","","",""
"","13426","","","","","10/04/2020","","","","2:35","","","","","1","Regular","EWJS#60","","","","6,529","2,420","9","","","","","","","","","","","","","","","",""
"","13426","","","","","10/04/2020","","","","1:03","","","","","1","Travel Pay","EWJS#60","","","E W JAMES #60","","","","","","","","","","","","","","","","","","",""
"","82","","","","","10/04/2020","","","","2:48","","","","","1","Regular","EWJS#60","","","","12,369","3,729","65","","","","","","","","","","","","","","","",""
"","82","","","","","10/04/2020","","","","1:03","","","","","1","Driving Pay","EWJS#60","","","E W JAMES #60","","","","","","","","","","","","","","","","","","",""
"","14793","","","","","10/04/2020","","","","2:36","","","","","1","Regular","EWJS#60","","","","6,846","3,304","12","","","","","","","","","","","","","","","",""
"","14793","","","","","10/04/2020","","","","1:03","","","","","1","Travel Pay","EWJS#60","","","E W JAMES #60","","","","","","","","","","","","","","","","","","",""
"","12623","","","","","10/04/2020","","","","2:40","","","","","1","Regular","EWJS#60","","","","12,566","6,313","17","","","","","","","","","","","","","","","",""
"","12623","","","","","10/04/2020","","","","1:03","","","","","1","Travel Pay","EWJS#60","","","E W JAMES #60","","","","","","","","","","","","","","","","","","",""
"","13424","","","","","10/04/2020","","","","1:40","","","","","1","Regular","EWJS#28","","","","15,989","8,247","0","","","","","","","","","","","","","","","",""
"","13424","","","","","10/04/2020","","","","0:15","","","","","1","Travel Pay","EWJS#28","","","E W JAMES #28 SAL","","","","","","","","","","","","","","","","","","",""
