"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","14887","","","","","08/12/2021","","","","5:5","","","","","30","Regular","TRAD752","","","","21,770","4,040","8","","","","","","","","","","","","","","","",""
"","14887","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","14621","","","","","08/12/2021","","","","4:59","","","","","30","Regular","TRAD752","","","","11,208","2,503","8","","","","","","","","","","","","","","","",""
"","14621","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","15328","","","","","08/12/2021","","","","5:9","","","","","30","Regular","TRAD752","","","","8,458","3,044","11","","","","","","","","","","","","","","","",""
"","15328","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","14730","","","","","08/12/2021","","","","5:15","","","","","30","Regular","TRAD752","","","","9,632","2,135","10","","","","","","","","","","","","","","","",""
"","14730","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","11807","","","","","08/12/2021","","","","5:50","","","","","30","Regular","TRAD752","","","","25,473","7,467","35","","","","","","","","","","","","","","","",""
"","11807","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","15021","","","","","08/12/2021","","","","5:9","","","","","30","Regular","TRAD752","","","","19,944","3,733","7","","","","","","","","","","","","","","","",""
"","15021","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","13928","","","","","08/12/2021","","","","5:33","","","","","30","Regular","TRAD752","","","","12,979","4,291","25","","","","","","","","","","","","","","","",""
"","13928","","","","","08/12/2021","","","","5:00","","","","","30","Driving Pay","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","13928","","","","","08/12/2021","","","","","289","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","14877","","","","","08/12/2021","","","","5:51","","","","","30","Regular","TRAD752","","","","17,561","6,098","24","","","","","","","","","","","","","","","",""
"","14877","","","","","08/12/2021","","","","","593","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","9480","","","","","08/12/2021","","","","5:49","","","","","30","Regular","TRAD752","","","","21,746","6,522","183","","","","","","","","","","","","","","","",""
"","9480","","","","","08/12/2021","","","","4:33","","","","","30","Driving Pay","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","9480","","","","","08/12/2021","","","","","301","","","","30","JSA","TRAD752","","","TRADER JOES #752","","","","","","","","","","","","","","","","","","",""
"","15100","","","","","08/16/2021","","","","0:19","","","","","96","Regular","MSI96","","","","182,895","132","0","","","","","","","","","","","","","","","",""
"","6293","","","","","08/13/2021","","","","0:50","","","","","30","Regular","MSI30","","","","141,850","140","5","","","","","","","","","","","","","","","",""
"","6293","","","","","08/13/2021","","","","0:10","","","","","30","Driving Pay","MSI30","","","MSI Area 30","","","","","","","","","","","","","","","","","","",""
"","12061","","","","","08/13/2021","","","","0:19","","","","","95","Regular","MSI95","","","","203,684","126","0","","","","","","","","","","","","","","","",""
"","11051","","","","","08/13/2021","","","","0:36","","","","","12","Regular","MSI12","","","","277,153","264","0","","","","","","","","","","","","","","","",""
"","11051","","","","","08/13/2021","","","","","20","","","","12","JSA","MSI12","","","MSI Area 12","","","","","","","","","","","","","","","","","","",""
"","12406","","","","","08/14/2021","","","","0:27","","","","","3","Regular","MSI03","","","","215","215","0","","","","","","","","","","","","","","","",""
"","13277","","","","","08/15/2021","","","","2:10","","","","","32","Regular","GRO7717","","","","29,007","13,826","22","","","","","","","","","","","","","","","",""
"","13277","","","","","08/15/2021","","","","0:36","","","","","32","Travel Pay","GRO7717","","","GROCERY OUTLET #7717","","","","","","","","","","","","","","","","","","",""
"","13277","","","","","08/15/2021","","","","","243","","","","32","JSA","GRO7717","","","GROCERY OUTLET #7717","","","","","","","","","","","","","","","","","","",""
"","14538","","","","","08/15/2021","","","","1:52","","","","","32","Regular","GRO7717","","","","27,864","14,289","0","","","","","","","","","","","","","","","",""
"","14538","","","","","08/15/2021","","","","0:36","","","","","32","Travel Pay","GRO7717","","","GROCERY OUTLET #7717","","","","","","","","","","","","","","","","","","",""
"","14538","","","","","08/15/2021","","","","","243","","","","32","JSA","GRO7717","","","GROCERY OUTLET #7717","","","","","","","","","","","","","","","","","","",""
"","14047","","","","","08/15/2021","","","","1:53","","","","","32","Regular","GRO7717","","","","8,565","4,247","0","","","","","","","","","","","","","","","",""
"","14047","","","","","08/15/2021","","","","0:36","","","","","32","Travel Pay","GRO7717","","","GROCERY OUTLET #7717","","","","","","","","","","","","","","","","","","",""
"","14047","","","","","08/15/2021","","","","","243","","","","32","JSA","GRO7717","","","GROCERY OUTLET #7717","","","","","","","","","","","","","","","","","","",""
"","13698","","","","","08/15/2021","","","","1:47","","","","","32","Regular","GRO7717","","","","19,055","9,713","0","","","","","","","","","","","","","","","",""
