"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","15141","","","","","03/11/2021","","","","3:31","","","","","96","Regular","SPR2061","","","","7,327","1,925","6","","","","","","","","","","","","","","","",""
"","15140","","","","","03/11/2021","","","","3:44","","","","","96","Regular","SPR2061","","","","4,258","1,844","18","","","","","","","","","","","","","","","",""
"","15145","","","","","03/11/2021","","","","3:43","","","","","96","Regular","SPR2061","","","","5,892","1,461","13","","","","","","","","","","","","","","","",""
"","15100","","","","","03/11/2021","","","","2:44","","","","","96","Regular","SPR2061","","","","8,307","2,732","30","","","","","","","","","","","","","","","",""
"","15100","","","","","03/11/2021","","","","0:15","","","","","96","Driving Pay","SPR2061","","","SPRINTMART #2061","","","","","","","","","","","","","","","","","","",""
"","15141","","","","","03/11/2021","","","","3:00","","","","","96","Regular","SPR2302","","","","4,726","1,316","11","","","","","","","","","","","","","","","",""
"","15141","","","","","03/11/2021","","","","0:15","","","","","96","Travel Pay","SPR2302","","","SPRINTMART #2302","","","","","","","","","","","","","","","","","","",""
"","15140","","","","","03/11/2021","","","","2:56","","","","","96","Regular","SPR2302","","","","3,748","1,588","14","","","","","","","","","","","","","","","",""
"","15140","","","","","03/11/2021","","","","0:15","","","","","96","Travel Pay","SPR2302","","","SPRINTMART #2302","","","","","","","","","","","","","","","","","","",""
"","15145","","","","","03/11/2021","","","","3:04","","","","","96","Regular","SPR2302","","","","4,761","1,426","11","","","","","","","","","","","","","","","",""
"","15145","","","","","03/11/2021","","","","0:15","","","","","96","Travel Pay","SPR2302","","","SPRINTMART #2302","","","","","","","","","","","","","","","","","","",""
"","15100","","","","","03/11/2021","","","","2:38","","","","","96","Regular","SPR2302","","","","8,374","3,013","31","","","","","","","","","","","","","","","",""
"","15100","","","","","03/11/2021","","","","0:20","","","","","96","Driving Pay","SPR2302","","","SPRINTMART #2302","","","","","","","","","","","","","","","","","","",""
