"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","9167","","","","","12/20/2020","","","","3:53","","","","","2","Regular","SV#7432","","","","16,439","6,261","0","","","","","","","","","","","","","","","",""
"","9167","","","","","12/20/2020","","","","","413","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","8824","","","","","12/20/2020","","","","4:6","","","","","2","Regular","SV#7432","","","","26,038","11,553","93","","","","","","","","","","","","","","","",""
"","8824","","","","","12/20/2020","","","","8:45","","","","","2","Driving Pay","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","12/20/2020","","","","3:57","","","","","2","Regular","SV#7432","","","","22,836","9,977","5","","","","","","","","","","","","","","","",""
"","9926","","","","","12/20/2020","","","","","413","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","12516","","","","","12/20/2020","","","","3:58","","","","","2","Regular","SV#7432","","","","21,276","7,006","46","","","","","","","","","","","","","","","",""
"","12516","","","","","12/20/2020","","","","","413","","","","2","JSA","SV#7432","","","SUPER VALUE #7432","","","","","","","","","","","","","","","","","","",""
"","14999","","","","","12/26/2020","","","","4:5","","","","","2","Regular","SF#37","","","","3,463","1,295","7","","","","","","","","","","","","","","","",""
"","14994","","","","","12/26/2020","","","","4:29","","","","","2","Regular","SF#37","","","","1,921","769","22","","","","","","","","","","","","","","","",""
"","15000","","","","","12/26/2020","","","","4:34","","","","","2","Regular","SF#37","","","","3,533","1,635","29","","","","","","","","","","","","","","","",""
"","14995","","","","","12/26/2020","","","","4:20","","","","","2","Regular","SF#37","","","","5,500","4,059","36","","","","","","","","","","","","","","","",""
"","14997","","","","","12/26/2020","","","","4:35","","","","","2","Regular","SF#37","","","","2,227","832","5","","","","","","","","","","","","","","","",""
"","10640","","","","","12/26/2020","","","","4:38","","","","","2","Regular","SF#37","","","","12,256","5,102","21","","","","","","","","","","","","","","","",""
"","8824","","","","","12/26/2020","","","","4:56","","","","","2","Regular","SF#37","","","","17,976","9,947","44","","","","","","","","","","","","","","","",""
"","8824","","","","","12/26/2020","","","","0:12","","","","","2","Driving Pay","SF#37","","","SHOPPER VALUE #37","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","12/26/2020","","","","4:27","","","","","2","Regular","SF#37","","","","17,541","4,240","27","","","","","","","","","","","","","","","",""
"","12516","","","","","12/26/2020","","","","4:22","","","","","2","Regular","SF#37","","","","8,422","5,498","34","","","","","","","","","","","","","","","",""
"","9167","","","","","12/26/2020","","","","4:2","","","","","2","Regular","SF#37","","","","16,832","7,286","11","","","","","","","","","","","","","","","",""
"","15001","","","","","12/26/2020","","","","4:1","","","","","2","Regular","SF#37","","","","4,314","1,574","17","","","","","","","","","","","","","","","",""
"","14992","","","","","12/26/2020","","","","4:36","","","","","2","Regular","SF#37","","","","4,639","1,742","22","","","","","","","","","","","","","","","",""
"","15002","","","","","12/26/2020","","","","4:47","","","","","2","Regular","SF#37","","","","2,515","1,361","20","","","","","","","","","","","","","","","",""
"","14999","","","","","12/26/2020","","","","3:33","","","","","2","Regular","STOPSH1","","","","4,974","2,080","9","","","","","","","","","","","","","","","",""
"","14999","","","","","12/26/2020","","","","0:19","","","","","2","Travel Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","14999","","","","","12/26/2020","","","","","4","","","","2","JSA","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","15000","","","","","12/26/2020","","","","3:42","","","","","2","Regular","STOPSH1","","","","5,427","1,985","11","","","","","","","","","","","","","","","",""
"","15000","","","","","12/26/2020","","","","0:19","","","","","2","Travel Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","15000","","","","","12/26/2020","","","","","4","","","","2","JSA","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","14994","","","","","12/26/2020","","","","3:25","","","","","2","Regular","STOPSH1","","","","2,942","1,057","22","","","","","","","","","","","","","","","",""
"","14994","","","","","12/26/2020","","","","0:19","","","","","2","Travel Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","14994","","","","","12/26/2020","","","","","4","","","","2","JSA","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","14997","","","","","12/26/2020","","","","3:35","","","","","2","Regular","STOPSH1","","","","2,527","890","19","","","","","","","","","","","","","","","",""
"","14997","","","","","12/26/2020","","","","0:19","","","","","2","Travel Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","14997","","","","","12/26/2020","","","","","4","","","","2","JSA","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","9167","","","","","12/26/2020","","","","3:47","","","","","2","Regular","STOPSH1","","","","12,572","4,485","54","","","","","","","","","","","","","","","",""
"","9167","","","","","12/26/2020","","","","0:19","","","","","2","Travel Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","9167","","","","","12/26/2020","","","","","4","","","","2","JSA","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","8824","","","","","12/26/2020","","","","3:44","","","","","2","Regular","STOPSH1","","","","18,738","9,505","34","","","","","","","","","","","","","","","",""
"","8824","","","","","12/26/2020","","","","0:42","","","","","2","Driving Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","15001","","","","","12/26/2020","","","","3:35","","","","","2","Regular","STOPSH1","","","","4,636","1,868","32","","","","","","","","","","","","","","","",""
"","15001","","","","","12/26/2020","","","","0:19","","","","","2","Travel Pay","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
"","15001","","","","","12/26/2020","","","","","4","","","","2","JSA","STOPSH1","","","STOP-N-SHOP #3672","","","","","","","","","","","","","","","","","","",""
